"reservation_id","customer_id","hotel_id","confirmed","date_checkin","date_checkout"
13715,12336,650,0,"2024-06-21","2025-03-23"
13716,30377,398,0,"2023-11-11","2024-08-17"
13717,8056,786,1,"2023-12-21","2024-12-15"
13718,30984,178,0,"2024-03-02","2025-05-16"
13719,8151,870,1,"2023-12-12","2025-02-10"
13720,574,171,0,"2024-03-18","2025-06-25"
13721,4819,940,1,"2024-05-07","2024-11-26"
13722,8185,410,1,"2024-01-24","2024-07-23"
13723,2618,784,0,"2023-09-14","2024-09-07"
13724,12683,640,1,"2024-05-27","2025-02-20"
13725,15119,906,1,"2023-12-15","2024-12-11"
13726,14471,870,0,"2023-08-20","2024-12-09"
13727,15515,247,0,"2024-03-14","2024-09-28"
13728,20499,311,1,"2024-06-01","2024-08-27"
13729,48232,175,0,"2023-11-29","2024-12-02"
13730,27424,734,0,"2024-05-17","2025-05-25"
13731,39924,903,0,"2023-12-27","2025-03-06"
13732,19671,854,1,"2024-04-24","2024-08-18"
13733,15218,60,1,"2024-02-11","2025-02-25"
13734,27459,224,0,"2023-08-15","2024-11-19"
13735,16504,973,1,"2023-12-09","2025-05-06"
13736,24631,143,0,"2024-03-23","2024-08-06"
13737,6729,778,1,"2023-07-22","2024-10-12"
13738,46492,586,1,"2024-01-18","2025-04-01"
13739,46990,470,1,"2023-07-30","2024-12-26"
13740,23263,402,1,"2024-01-31","2024-11-01"
13741,42386,696,1,"2023-07-17","2025-06-05"
13742,2191,290,1,"2023-07-08","2025-02-01"
13743,47310,322,1,"2023-09-29","2025-06-01"
13744,47421,521,1,"2023-12-02","2024-07-04"
13745,21004,719,0,"2023-12-10","2024-11-19"
13746,11110,737,0,"2023-07-05","2025-06-17"
13747,5181,460,1,"2023-07-27","2025-05-26"
13748,23368,943,1,"2024-03-23","2024-11-20"
13749,45380,264,0,"2023-07-13","2025-01-29"
13750,35571,54,1,"2023-07-17","2024-11-03"
13751,28758,366,0,"2024-05-16","2025-01-06"
13752,34882,765,1,"2023-10-02","2024-08-26"
13753,45200,224,0,"2024-04-21","2025-06-24"
13754,49928,118,1,"2023-08-22","2025-01-14"
13755,49795,670,0,"2023-07-05","2024-08-23"
13756,11375,694,0,"2023-12-22","2024-08-05"
13757,28031,808,1,"2023-08-31","2025-02-01"
13758,27139,590,0,"2023-08-27","2024-10-04"
13759,39931,538,1,"2023-08-13","2024-07-04"
13760,47954,947,1,"2023-12-17","2025-06-09"
13761,48697,952,1,"2023-12-01","2025-04-16"
13762,46557,226,1,"2024-05-17","2024-11-25"
13763,24429,433,0,"2024-05-07","2024-12-28"
13764,33716,533,1,"2024-03-18","2025-03-28"
13765,37790,158,1,"2024-04-28","2025-01-27"
13766,16681,83,1,"2023-09-23","2025-06-28"
13767,36035,429,0,"2024-05-22","2024-08-08"
13768,33874,261,1,"2024-01-28","2025-04-05"
13769,12088,497,1,"2024-02-05","2025-05-31"
13770,13659,709,0,"2024-06-04","2025-05-02"
13771,46024,659,0,"2024-06-22","2024-11-15"
13772,48132,845,0,"2024-01-23","2025-05-15"
13773,47768,359,0,"2024-03-18","2025-02-19"
13774,23421,160,0,"2023-10-15","2025-03-26"
13775,30689,780,1,"2024-04-04","2025-01-10"
13776,11472,774,0,"2023-09-18","2025-05-19"
13777,29303,17,1,"2024-01-06","2025-01-02"
13778,39396,789,1,"2024-01-26","2024-08-06"
13779,48315,869,0,"2024-03-04","2025-06-23"
13780,14816,171,0,"2024-01-02","2024-12-06"
13781,38107,726,0,"2023-10-03","2024-08-24"
13782,9420,295,1,"2024-05-11","2025-03-28"
13783,6082,642,1,"2024-05-19","2024-08-12"
13784,40218,93,1,"2023-08-02","2025-01-07"
13785,47786,929,1,"2023-07-23","2024-09-18"
13786,41893,9,1,"2023-12-11","2025-04-06"
13787,19644,335,0,"2023-07-08","2024-11-03"
13788,13550,734,0,"2024-03-13","2025-05-30"
13789,6107,669,0,"2024-03-16","2025-05-25"
13790,4566,319,0,"2024-04-25","2025-05-28"
13791,37294,990,1,"2024-04-06","2024-10-25"
13792,28840,690,1,"2023-11-07","2024-07-06"
13793,19099,24,0,"2024-06-20","2024-09-27"
13794,7668,525,1,"2024-04-02","2025-05-20"
13795,529,11,1,"2024-05-25","2024-11-11"
13796,12988,646,1,"2024-06-24","2025-04-26"
13797,46559,386,1,"2024-03-09","2024-12-27"
13798,37140,401,1,"2023-10-24","2024-12-06"
13799,15901,212,1,"2024-03-28","2025-03-01"
13800,42804,168,0,"2024-06-30","2025-01-24"
13801,11504,827,1,"2023-10-15","2025-02-07"
13802,13792,135,0,"2023-09-05","2024-08-22"
13803,49575,930,1,"2023-09-26","2024-07-12"
13804,31998,66,0,"2023-08-23","2024-10-05"
13805,9009,86,0,"2023-07-14","2025-01-26"
13806,22941,600,1,"2023-08-25","2024-11-13"
13807,42096,950,1,"2024-06-07","2025-06-05"
13808,49261,319,0,"2024-03-30","2024-12-21"
13809,10558,927,1,"2024-06-02","2025-05-04"
13810,39603,57,0,"2024-05-21","2025-06-27"
13811,37281,967,0,"2023-07-16","2025-01-30"
13812,6542,688,0,"2024-01-21","2024-08-10"
13813,46751,448,0,"2024-04-18","2024-09-06"
13814,5313,309,1,"2024-02-22","2025-01-09"
13815,11862,462,0,"2024-01-17","2025-06-02"
13816,29533,507,0,"2024-01-17","2025-06-29"
13817,3246,67,1,"2024-06-02","2024-12-29"
13818,33707,808,1,"2023-07-29","2024-12-20"
13819,7369,168,1,"2024-03-18","2024-12-01"
13820,44840,152,1,"2024-02-05","2024-12-02"
13821,19245,922,1,"2024-03-08","2024-10-27"
13822,16784,127,0,"2023-09-03","2024-07-10"
13823,34482,862,1,"2024-01-31","2025-01-31"
13824,44599,3,1,"2023-10-01","2025-05-07"
13825,19113,496,1,"2023-09-26","2025-06-03"
13826,31253,839,0,"2023-09-30","2025-03-26"
13827,4133,863,1,"2024-04-16","2024-11-16"
13828,36629,882,0,"2024-02-19","2024-10-03"
13829,20241,529,1,"2024-06-09","2025-01-05"
13830,22156,806,0,"2024-02-08","2024-08-05"
13831,5519,96,1,"2024-04-03","2025-03-01"
13832,33294,615,1,"2023-10-25","2024-07-09"
13833,9182,911,1,"2023-09-10","2025-02-14"
13834,12555,498,0,"2023-11-03","2025-01-15"
13835,48613,351,0,"2024-01-12","2024-11-18"
13836,34933,892,1,"2024-04-26","2024-12-18"
13837,13567,913,1,"2024-04-19","2025-01-18"
13838,43980,613,0,"2024-05-22","2024-11-10"
13839,23117,207,1,"2023-11-24","2025-02-24"
13840,45423,996,1,"2023-12-13","2024-11-16"
13841,30960,320,0,"2023-12-22","2024-10-21"
13842,22495,72,1,"2023-12-08","2025-04-30"
13843,25081,410,0,"2024-03-28","2025-02-15"
13844,46966,218,1,"2023-07-25","2025-05-14"
13845,18309,325,0,"2024-05-10","2025-04-06"
13846,39273,553,1,"2023-11-03","2025-06-19"
13847,48304,304,0,"2024-03-27","2024-08-28"
13848,3568,328,0,"2024-03-25","2024-09-02"
13849,26831,119,1,"2024-03-06","2025-06-22"
13850,43714,996,0,"2024-06-10","2025-01-08"
13851,29842,295,0,"2023-07-05","2024-10-13"
13852,18951,816,0,"2024-01-15","2024-09-05"
13853,29455,581,0,"2023-11-22","2025-02-23"
13854,5504,683,0,"2024-02-18","2024-12-10"
13855,15986,548,0,"2023-07-26","2024-10-09"
13856,6129,526,0,"2024-04-15","2024-08-24"
13857,36205,521,1,"2024-03-22","2024-10-10"
13858,4219,121,0,"2024-04-02","2025-04-30"
13859,6542,161,1,"2023-08-03","2025-03-09"
13860,42587,601,1,"2024-03-29","2025-04-22"
13861,33213,703,1,"2024-01-08","2025-05-20"
13862,20967,914,0,"2023-12-15","2024-10-14"
13863,8666,49,1,"2024-01-19","2025-05-07"
13864,43012,425,0,"2023-08-15","2024-08-18"
13865,6415,793,0,"2024-03-11","2025-02-23"
13866,49187,927,1,"2024-03-15","2024-11-26"
13867,45652,355,1,"2023-11-26","2024-10-05"
13868,8516,726,0,"2024-06-26","2025-05-28"
13869,45563,82,1,"2023-09-23","2024-12-05"
13870,45669,85,0,"2024-06-28","2024-11-16"
13871,26956,395,0,"2023-08-25","2025-03-10"
13872,47064,385,1,"2023-11-25","2024-11-08"
13873,32214,493,0,"2024-03-14","2024-11-23"
13874,20860,953,1,"2023-11-09","2024-07-28"
13875,42951,850,0,"2023-08-08","2024-09-03"
13876,46537,180,0,"2023-07-12","2024-11-18"
13877,6818,553,0,"2024-05-11","2024-07-07"
13878,6869,65,1,"2023-10-24","2024-08-20"
13879,25240,388,0,"2024-05-19","2025-04-29"
13880,26430,689,0,"2023-07-20","2025-02-23"
13881,47275,766,1,"2024-03-24","2025-03-08"
13882,41940,117,0,"2023-09-30","2024-09-22"
13883,3752,646,1,"2023-07-19","2024-08-13"
13884,6725,256,0,"2024-02-12","2024-12-14"
13885,40556,896,0,"2023-08-21","2024-07-04"
13886,27483,943,1,"2023-07-15","2024-11-14"
13887,8453,863,0,"2024-04-12","2025-06-27"
13888,4334,373,1,"2023-12-23","2025-02-25"
13889,22366,568,1,"2024-04-29","2024-12-03"
13890,25585,451,0,"2024-04-18","2024-07-26"
13891,8630,818,1,"2024-04-28","2024-11-14"
13892,8959,631,0,"2024-01-02","2025-03-15"
13893,44125,609,0,"2024-04-19","2025-04-28"
13894,17315,750,1,"2023-08-14","2024-12-22"
13895,1753,529,0,"2023-12-13","2025-02-01"
13896,28738,265,1,"2024-07-02","2024-10-07"
13897,40572,592,1,"2024-04-13","2025-06-12"
13898,10890,832,1,"2024-01-23","2024-09-22"
13899,15777,756,0,"2024-06-03","2025-04-24"
13900,37029,258,0,"2024-05-05","2024-10-10"
13901,13022,111,1,"2023-08-03","2025-06-30"
13902,15363,308,0,"2024-01-19","2025-01-29"
13903,44803,340,0,"2023-08-23","2025-01-06"
13904,34876,920,1,"2023-11-10","2024-09-24"
13905,29106,923,0,"2024-01-11","2025-02-08"
13906,454,195,1,"2024-02-29","2025-03-06"
13907,35259,428,0,"2023-11-10","2025-03-23"
13908,16115,759,1,"2024-06-28","2025-04-23"
13909,10471,129,1,"2024-04-16","2025-05-07"
13910,20352,512,0,"2024-02-15","2024-09-18"
13911,15128,188,1,"2023-10-19","2025-02-08"
13912,37053,203,0,"2024-06-14","2025-05-24"
13913,28310,830,1,"2023-10-18","2024-09-18"
13914,16173,912,0,"2023-09-22","2025-01-14"
13915,24540,757,1,"2023-11-04","2024-08-04"
13916,29461,850,1,"2024-06-22","2024-08-01"
13917,28293,89,0,"2024-07-02","2025-01-11"
13918,10398,505,1,"2023-11-14","2025-04-10"
13919,870,114,0,"2024-06-28","2025-05-25"
13920,13794,926,0,"2023-12-18","2025-06-09"
13921,16642,146,1,"2023-11-13","2025-05-25"
13922,44741,678,0,"2024-05-21","2024-07-27"
13923,11764,91,0,"2024-03-06","2025-05-13"
13924,4489,710,0,"2024-06-23","2024-10-02"
13925,41694,639,0,"2024-03-16","2025-06-23"
13926,32146,305,0,"2024-06-27","2024-10-12"
13927,4729,50,0,"2023-07-11","2024-07-15"
13928,40088,942,0,"2024-03-02","2025-05-16"
13929,42294,821,1,"2024-02-09","2024-09-06"
13930,33445,421,1,"2023-09-23","2024-09-02"
13931,48627,676,1,"2023-11-22","2024-10-24"
13932,45097,690,0,"2024-05-08","2024-11-22"
13933,43720,534,0,"2023-10-07","2024-10-22"
13934,13003,350,1,"2023-09-22","2025-02-23"
13935,25232,939,1,"2024-01-22","2024-10-12"
13936,45063,405,0,"2024-01-25","2025-03-26"
13937,48932,226,1,"2023-09-27","2025-06-27"
13938,16119,625,1,"2024-03-28","2024-09-13"
13939,19900,996,0,"2023-10-18","2025-05-21"
13940,24749,316,0,"2024-05-29","2024-12-01"
13941,3633,329,1,"2024-06-20","2025-04-10"
13942,42759,126,1,"2024-02-17","2024-10-13"
13943,12953,478,0,"2023-07-20","2024-09-07"
13944,11209,899,0,"2023-08-21","2025-02-08"
13945,32833,341,0,"2023-10-03","2025-05-14"
13946,20886,203,1,"2023-09-07","2025-04-13"
13947,16109,709,1,"2024-06-06","2024-09-06"
13948,17839,293,0,"2024-02-12","2025-05-09"
13949,41363,607,1,"2024-03-13","2024-08-22"
13950,588,360,0,"2024-05-05","2025-04-16"
13951,13968,342,1,"2023-12-14","2025-01-02"
13952,25205,271,0,"2023-10-05","2025-04-03"
13953,13014,558,0,"2024-05-07","2024-09-06"
13954,2060,310,0,"2023-10-12","2025-01-29"
13955,12010,212,0,"2023-11-15","2024-12-24"
13956,23955,38,1,"2024-02-25","2025-02-21"
13957,26601,640,0,"2023-11-03","2024-11-12"
13958,9093,470,1,"2023-08-27","2025-01-06"
13959,27346,156,0,"2023-08-17","2025-01-16"
13960,34523,773,0,"2023-12-13","2024-08-16"
13961,34015,297,0,"2023-07-24","2025-05-30"
13962,6797,305,1,"2023-09-01","2025-03-16"
13963,40207,241,1,"2023-12-05","2025-06-10"
13964,42709,36,1,"2024-03-07","2025-06-30"
13965,33192,840,0,"2023-07-22","2025-02-04"
13966,27190,578,1,"2024-07-02","2025-06-01"
13967,41523,969,0,"2024-01-23","2024-07-12"
13968,20412,282,0,"2023-12-07","2024-12-31"
13969,49548,215,0,"2024-05-30","2025-03-12"
13970,47906,979,0,"2024-04-18","2025-05-14"
13971,8667,632,1,"2024-05-30","2025-01-26"
13972,15612,357,0,"2023-08-04","2024-09-21"
13973,10999,47,1,"2023-11-01","2025-03-22"
13974,30176,884,1,"2023-11-01","2025-01-10"
13975,1093,729,1,"2023-12-15","2024-07-27"
13976,44905,708,1,"2024-05-13","2025-01-26"
13977,15121,507,0,"2024-02-16","2024-10-03"
13978,12130,793,1,"2024-06-16","2024-07-06"
13979,26802,392,0,"2023-10-14","2024-09-11"
13980,12153,582,0,"2023-08-13","2024-08-07"
13981,34294,583,0,"2024-01-19","2024-07-06"
13982,41853,347,1,"2023-07-04","2025-06-14"
13983,41335,931,1,"2024-06-15","2025-06-03"
13984,7912,718,1,"2023-07-13","2024-12-24"
13985,10647,400,1,"2023-07-18","2024-10-15"
13986,28530,337,0,"2024-04-20","2024-07-04"
13987,23595,589,0,"2024-04-16","2024-08-15"
13988,26117,596,0,"2024-03-19","2025-01-04"
13989,30831,815,1,"2023-07-19","2024-12-19"
13990,4191,409,1,"2023-10-06","2025-05-08"
13991,41409,259,1,"2024-05-05","2025-06-20"
13992,15948,510,0,"2024-01-10","2025-03-13"
13993,34296,531,1,"2024-03-01","2024-10-22"
13994,23040,104,1,"2024-01-24","2024-10-16"
13995,37696,86,0,"2023-10-29","2024-10-28"
13996,22518,300,0,"2023-12-05","2024-10-29"
13997,33453,528,1,"2024-02-15","2024-07-24"
13998,38339,192,0,"2023-09-04","2024-09-05"
13999,41603,856,0,"2024-06-16","2025-02-27"
14000,1897,454,1,"2024-02-17","2024-09-07"
14001,1556,284,0,"2023-07-08","2025-04-23"
14002,43535,405,1,"2023-12-10","2025-04-11"
14003,2191,673,1,"2024-03-19","2025-03-22"
14004,30394,901,0,"2024-03-28","2025-03-04"
14005,23077,900,0,"2024-02-15","2024-11-20"
14006,42053,943,1,"2023-08-25","2024-09-23"
14007,14691,122,0,"2023-12-03","2024-12-19"
14008,11299,579,0,"2024-04-13","2025-05-17"
14009,18022,387,1,"2024-03-14","2025-04-14"
14010,11955,635,1,"2024-04-25","2024-10-09"
14011,13187,52,1,"2023-12-13","2024-08-23"
14012,11681,653,0,"2023-11-18","2025-01-22"
14013,15286,184,1,"2024-06-09","2024-08-06"
14014,12424,225,0,"2024-05-13","2025-06-14"
14015,47102,977,1,"2023-12-19","2024-07-31"
14016,27855,966,1,"2023-11-13","2025-02-10"
14017,32661,824,0,"2023-12-06","2024-09-08"
14018,1112,489,1,"2024-04-05","2025-05-19"
14019,42246,95,0,"2024-06-09","2025-02-03"
14020,28735,567,0,"2024-03-08","2025-01-05"
14021,26749,296,1,"2024-05-05","2025-06-18"
14022,8406,330,1,"2023-09-07","2024-12-17"
14023,41364,189,0,"2023-10-20","2025-04-24"
14024,16718,138,1,"2024-06-15","2024-11-03"
14025,40965,512,0,"2023-12-06","2025-01-12"
14026,1581,77,0,"2023-12-26","2024-10-03"
14027,21250,356,1,"2024-02-25","2025-03-13"
14028,49120,974,1,"2023-10-06","2025-05-31"
14029,34889,227,1,"2024-05-26","2025-02-25"
14030,31968,315,0,"2023-08-23","2025-05-01"
14031,41043,842,1,"2023-10-04","2025-06-27"
14032,35033,441,0,"2023-09-02","2024-12-27"
14033,1485,437,1,"2024-01-11","2025-06-10"
14034,17066,594,0,"2024-06-07","2025-01-19"
14035,32115,182,1,"2024-01-05","2025-02-25"
14036,18334,294,0,"2024-07-03","2025-04-30"
14037,11781,67,0,"2024-04-13","2025-04-14"
14038,41779,368,0,"2023-09-12","2024-07-27"
14039,20950,566,0,"2023-07-26","2024-11-21"
14040,31468,343,0,"2024-06-26","2025-03-08"
14041,33228,188,1,"2023-11-18","2024-12-19"
14042,18363,165,1,"2024-03-21","2024-10-22"
14043,29743,143,0,"2024-06-04","2025-06-27"
14044,28668,853,1,"2023-12-03","2025-01-11"
14045,48777,45,0,"2023-10-26","2025-03-22"
14046,31054,660,0,"2023-10-15","2024-08-11"
14047,11168,430,0,"2024-01-08","2025-05-03"
14048,43787,180,1,"2023-09-25","2025-01-06"
14049,18695,974,1,"2024-06-01","2025-06-13"
14050,27376,786,1,"2023-10-26","2024-09-13"
14051,18036,902,1,"2024-05-01","2025-05-02"
14052,7516,733,1,"2024-03-07","2025-03-23"
14053,31830,72,1,"2023-10-18","2025-01-05"
14054,19864,378,1,"2024-01-22","2025-06-05"
14055,24218,875,1,"2023-07-20","2025-02-19"
14056,34896,593,0,"2023-09-29","2024-08-24"
14057,48284,720,1,"2024-06-09","2024-10-04"
14058,10817,941,1,"2023-09-08","2025-03-29"
14059,25131,990,0,"2023-11-27","2025-02-05"
14060,47448,315,0,"2024-03-15","2025-02-18"
14061,29562,751,0,"2023-09-30","2025-06-15"
14062,28517,706,1,"2024-06-23","2024-09-03"
14063,47040,173,1,"2024-01-28","2024-08-26"
14064,26128,989,1,"2023-12-30","2024-11-17"
14065,12676,800,1,"2023-10-29","2024-07-09"
14066,49658,131,0,"2024-07-03","2025-05-17"
14067,21810,501,0,"2024-01-16","2025-05-25"
14068,40326,48,0,"2024-04-21","2025-05-03"
14069,30801,420,1,"2023-08-21","2024-09-27"
14070,31241,108,1,"2024-05-31","2024-11-02"
14071,47087,321,1,"2024-03-01","2025-01-06"
14072,48844,385,1,"2024-06-11","2025-05-30"
14073,48249,62,0,"2024-02-06","2025-06-17"
14074,13104,607,0,"2023-10-23","2024-07-11"
14075,30968,315,0,"2024-04-19","2024-11-07"
14076,32977,368,1,"2024-03-22","2025-02-14"
14077,14442,479,0,"2023-10-24","2024-11-28"
14078,28005,10,1,"2024-04-09","2025-05-20"
14079,332,879,0,"2024-04-16","2024-08-14"
14080,15030,743,0,"2024-05-19","2024-12-30"
14081,31600,288,0,"2024-04-12","2025-03-31"
14082,7346,530,1,"2024-03-03","2025-05-03"
14083,11767,917,0,"2023-11-11","2025-04-14"
14084,29060,940,1,"2023-11-06","2024-12-03"
14085,11044,399,0,"2023-12-28","2025-04-30"
14086,3274,305,1,"2023-09-22","2025-03-29"
14087,7592,275,1,"2024-03-19","2025-01-04"
14088,7466,807,1,"2023-08-20","2024-11-21"
14089,29245,784,1,"2024-03-01","2024-11-11"
14090,41499,93,0,"2023-09-11","2025-03-28"
14091,26202,310,1,"2023-08-21","2024-12-15"
14092,41551,598,0,"2024-04-04","2025-02-11"
14093,47036,371,0,"2023-11-27","2024-08-28"
14094,2278,192,1,"2023-09-30","2025-03-14"
14095,6580,583,0,"2024-02-25","2024-12-31"
14096,26107,203,1,"2023-12-11","2024-12-17"
14097,15902,998,0,"2024-05-28","2024-12-16"
14098,7826,645,0,"2023-08-30","2024-09-02"
14099,47826,492,1,"2023-07-27","2025-01-11"
14100,20365,10,1,"2023-08-13","2025-05-01"
14101,20858,321,1,"2024-05-14","2024-07-15"
14102,47700,788,1,"2023-08-10","2025-04-22"
14103,2420,242,1,"2023-11-25","2025-06-14"
14104,1973,788,1,"2024-04-17","2024-09-20"
14105,15466,623,1,"2023-07-22","2024-09-08"
14106,503,952,1,"2024-01-30","2024-07-23"
14107,9930,21,1,"2024-03-22","2024-11-17"
14108,1098,320,0,"2023-07-20","2024-12-15"
14109,14520,553,1,"2023-10-23","2024-12-12"
14110,2131,573,0,"2024-05-21","2024-09-28"
14111,17937,708,0,"2023-10-17","2025-06-05"
14112,41673,493,1,"2024-01-21","2025-06-19"
14113,5571,954,0,"2024-02-06","2025-01-20"
14114,40062,638,0,"2024-01-31","2024-11-03"
14115,43861,516,1,"2024-02-02","2025-04-06"
14116,25623,918,1,"2023-09-24","2024-12-07"
14117,28156,650,0,"2024-05-19","2024-11-22"
14118,22483,324,1,"2024-01-29","2024-11-01"
14119,14996,920,0,"2023-12-08","2025-01-15"
14120,12157,955,0,"2023-12-05","2025-04-17"
14121,32652,159,0,"2023-12-14","2025-03-13"
14122,9560,233,1,"2024-06-25","2024-08-20"
14123,16376,771,0,"2023-10-19","2025-06-07"
14124,9670,677,0,"2023-10-18","2025-01-04"
14125,49671,435,1,"2024-01-03","2024-07-17"
14126,19266,199,0,"2023-08-24","2024-11-04"
14127,11371,797,1,"2024-02-03","2024-12-29"
14128,11196,667,1,"2024-04-21","2024-09-05"
14129,49589,949,1,"2023-12-13","2025-05-29"
14130,42887,205,1,"2023-10-30","2025-06-15"
14131,23936,553,1,"2023-11-03","2024-10-19"
14132,21946,95,1,"2023-09-30","2024-12-20"
14133,37953,731,1,"2023-12-12","2024-08-14"
14134,25776,229,1,"2024-04-21","2024-12-18"
14135,31263,392,0,"2023-07-23","2025-04-12"
14136,25031,549,1,"2024-06-22","2024-11-28"
14137,15676,130,0,"2023-07-07","2025-03-22"
14138,35540,925,0,"2023-10-23","2025-01-13"
14139,39483,635,1,"2023-10-27","2025-01-15"
14140,46343,257,0,"2023-12-17","2024-07-20"
14141,36777,315,1,"2023-12-08","2025-05-11"
14142,25537,31,0,"2024-04-07","2024-09-14"
14143,37937,822,0,"2023-09-06","2025-01-04"
14144,42926,730,1,"2024-02-29","2025-06-24"
14145,16746,898,1,"2024-02-02","2024-10-05"
14146,17185,446,0,"2023-11-22","2025-05-01"
14147,28681,612,0,"2024-03-18","2025-05-11"
14148,49408,580,1,"2024-04-07","2024-09-27"
14149,5948,618,0,"2023-07-12","2025-01-16"
14150,3113,428,1,"2024-05-20","2024-08-08"
14151,23197,873,0,"2024-04-28","2024-08-23"
14152,28112,890,0,"2023-09-04","2024-07-20"
14153,25808,436,0,"2023-09-26","2024-10-28"
14154,10074,963,1,"2024-01-02","2025-01-13"
14155,3193,997,0,"2024-04-21","2025-03-05"
14156,38035,987,0,"2023-09-13","2025-03-10"
14157,29871,397,1,"2024-03-10","2024-09-25"
14158,48634,78,1,"2023-12-31","2024-12-26"
14159,2596,519,1,"2023-10-29","2024-12-07"
14160,14693,558,1,"2023-11-18","2025-03-29"
14161,40288,516,1,"2024-02-17","2025-04-10"
14162,13123,56,1,"2024-01-04","2025-01-24"
14163,17865,194,0,"2023-09-23","2025-01-18"
14164,30459,359,1,"2024-04-05","2024-10-06"
14165,18924,685,0,"2023-10-11","2024-10-09"
14166,46914,881,1,"2023-08-09","2024-12-10"
14167,19007,621,0,"2024-03-07","2025-04-24"
14168,18205,526,0,"2024-04-26","2024-12-31"
14169,33575,297,0,"2024-03-31","2024-08-12"
14170,25227,579,0,"2023-09-09","2025-03-06"
14171,13459,838,1,"2023-11-27","2025-04-22"
14172,48464,851,1,"2024-03-18","2025-03-13"
14173,25926,879,1,"2023-07-26","2025-03-08"
14174,45941,580,1,"2023-08-02","2024-07-23"
14175,22645,91,1,"2024-02-26","2024-12-28"
14176,29769,150,1,"2024-06-18","2024-12-09"
14177,34652,617,0,"2023-09-13","2025-03-13"
14178,13350,828,0,"2024-01-23","2024-07-14"
14179,36550,453,0,"2024-02-16","2024-10-04"
14180,12932,755,1,"2023-07-30","2025-03-07"
14181,27352,443,0,"2023-11-16","2025-02-05"
14182,11577,106,0,"2024-05-14","2025-06-02"
14183,2334,241,0,"2024-03-08","2025-02-22"
14184,28781,971,1,"2024-03-11","2025-02-03"
14185,21224,469,1,"2024-04-28","2025-04-17"
14186,35541,27,1,"2023-09-30","2024-07-10"
14187,32633,235,1,"2024-03-04","2024-09-27"
14188,14882,582,0,"2024-03-05","2024-07-28"
14189,30807,464,0,"2024-04-24","2025-02-23"
14190,26525,456,1,"2024-06-19","2025-06-19"
14191,42450,955,1,"2023-08-30","2024-09-11"
14192,2685,442,0,"2023-12-11","2025-01-19"
14193,16668,44,1,"2023-08-06","2024-08-30"
14194,21431,358,0,"2023-09-07","2024-09-05"
14195,30448,158,0,"2023-08-18","2024-11-30"
14196,1729,455,0,"2023-12-02","2025-03-11"
14197,11943,221,0,"2023-10-14","2024-12-05"
14198,48251,759,1,"2024-03-19","2025-02-10"
14199,36516,901,1,"2023-12-15","2024-12-13"
14200,10677,322,1,"2024-06-02","2025-02-09"
14201,5680,813,0,"2024-04-10","2024-09-17"
14202,13330,824,1,"2023-09-08","2025-01-10"
14203,43196,261,1,"2023-11-20","2025-04-24"
14204,36316,184,1,"2023-10-10","2024-09-06"
14205,25067,274,1,"2023-12-13","2025-02-05"
14206,46047,673,1,"2023-08-09","2024-11-01"
14207,17032,186,0,"2023-12-01","2024-12-05"
14208,33594,970,1,"2024-06-24","2025-06-19"
14209,40178,517,0,"2024-06-06","2025-01-12"
14210,15053,127,1,"2024-02-18","2025-03-19"
14211,46946,898,1,"2023-07-25","2025-02-17"
14212,175,561,0,"2024-03-12","2025-05-07"
14213,22489,365,0,"2023-07-08","2025-05-29"
14214,39250,792,1,"2023-12-28","2025-06-30"
14215,35661,104,0,"2024-05-31","2024-09-28"
14216,4186,690,1,"2024-06-30","2024-09-16"
14217,26788,579,0,"2023-09-17","2025-02-08"
14218,40195,983,1,"2023-08-28","2024-10-22"
14219,47064,81,0,"2024-06-21","2025-03-06"
14220,18991,523,0,"2024-05-15","2025-03-31"
14221,13826,252,0,"2023-09-15","2025-01-16"
14222,35901,471,0,"2023-12-04","2025-05-01"
14223,34551,851,0,"2023-08-21","2025-03-07"
14224,10590,962,1,"2023-07-22","2024-08-20"
14225,27099,392,1,"2024-05-27","2024-07-10"
14226,24198,617,1,"2023-12-17","2025-01-03"
14227,9753,949,0,"2023-07-30","2025-04-18"
14228,10075,334,1,"2024-05-17","2024-09-19"
14229,18052,216,1,"2024-06-13","2025-02-05"
14230,34606,650,1,"2024-01-09","2024-11-29"
14231,28010,967,0,"2023-09-27","2025-06-06"
14232,4593,548,0,"2024-03-02","2024-12-27"
14233,37479,277,0,"2024-06-03","2025-02-22"
14234,49838,490,1,"2024-01-07","2025-04-16"
14235,14849,241,0,"2023-09-21","2025-06-20"
14236,4448,446,1,"2024-04-16","2024-11-17"
14237,36330,31,1,"2024-05-15","2025-01-31"
14238,11042,76,1,"2024-02-04","2024-10-11"
14239,18077,72,1,"2024-04-17","2025-01-13"
14240,34356,876,0,"2024-06-07","2024-11-23"
14241,27479,443,0,"2023-10-03","2024-11-21"
14242,14863,350,1,"2023-12-08","2025-02-02"
14243,10997,882,1,"2023-12-13","2024-12-12"
14244,2605,844,0,"2024-01-28","2025-06-27"
14245,15303,136,0,"2023-11-19","2024-12-04"
14246,17063,429,1,"2024-04-20","2024-08-06"
14247,19360,55,1,"2023-12-01","2025-02-25"
14248,29387,743,0,"2023-10-09","2025-03-31"
14249,39122,134,1,"2023-10-06","2025-06-02"
14250,17614,200,1,"2024-04-08","2024-08-24"
14251,31873,240,0,"2024-06-23","2024-07-28"
