"room_id","hotel_id","class","price"
2919,260,Standard,285.37
2920,993,Suite,441.37
2921,570,Presidential,189.35
2922,332,Deluxe,249.49
2923,929,Standard,343.96
2924,892,Presidential,219.07
2925,925,Suite,398.73
2926,906,Presidential,113.32
2927,646,Presidential,297.03
2928,323,Deluxe,383.35
2929,228,Deluxe,204.12
2930,515,Standard,156.33
2931,182,Deluxe,345.83
2932,652,Standard,416.92
2933,48,Presidential,461.21
2934,972,Standard,319.85
2935,676,Presidential,213.07
2936,207,Deluxe,286.95
2937,391,Deluxe,84.18
2938,944,Presidential,359.08
2939,857,Deluxe,170.46
2940,220,Presidential,433.93
2941,239,Deluxe,163.42
2942,294,Deluxe,169.27
2943,648,Suite,264.58
2944,311,Presidential,206.75
2945,521,Standard,394.17
2946,776,Standard,217.86
2947,499,Presidential,224.22
2948,645,Deluxe,335.89
2949,528,Presidential,316.90
2950,885,Suite,152.90
2951,128,Deluxe,473.97
2952,374,Suite,175.37
2953,58,Presidential,52.20
2954,54,Suite,130.43
2955,134,Standard,366.89
2956,697,Deluxe,211.64
2957,143,Suite,405.02
2958,896,Standard,303.36
2959,953,Deluxe,304.29
2960,433,Standard,135.26
2961,753,Suite,142.81
2962,900,Standard,370.91
2963,236,Standard,233.64
2964,735,Presidential,469.00
2965,416,Suite,219.58
2966,701,Presidential,442.12
2967,377,Deluxe,470.39
2968,116,Suite,444.80
2969,474,Presidential,371.85
2970,179,Standard,334.76
2971,855,Standard,348.89
2972,138,Suite,164.29
2973,782,Deluxe,420.89
2974,518,Deluxe,216.91
2975,416,Standard,408.73
2976,854,Presidential,365.12
2977,730,Suite,126.07
2978,177,Standard,444.83
2979,715,Suite,390.45
2980,383,Presidential,286.83
2981,21,Deluxe,410.36
2982,830,Presidential,268.97
2983,749,Suite,493.52
2984,784,Suite,402.76
2985,616,Suite,230.03
2986,339,Presidential,483.32
2987,406,Suite,363.17
2988,541,Standard,406.60
2989,114,Deluxe,245.05
2990,183,Standard,294.80
2991,17,Deluxe,74.15
2992,617,Deluxe,79.80
2993,970,Suite,345.03
2994,962,Standard,417.49
2995,394,Suite,238.44
2996,614,Suite,131.45
2997,591,Deluxe,368.11
2998,54,Suite,127.09
2999,233,Presidential,91.90
3000,843,Suite,473.70
3001,528,Suite,306.31
3002,882,Deluxe,296.91
3003,611,Suite,411.72
3004,137,Deluxe,418.69
3005,453,Standard,205.30
3006,808,Presidential,427.33
3007,46,Deluxe,223.23
3008,932,Presidential,224.77
3009,140,Presidential,218.12
3010,987,Deluxe,130.93
3011,887,Suite,394.02
3012,700,Deluxe,309.47
3013,930,Presidential,137.97
3014,999,Deluxe,377.27
3015,631,Presidential,273.69
3016,491,Deluxe,463.38
3017,701,Presidential,499.26
3018,489,Standard,412.50
3019,210,Standard,328.63
3020,333,Deluxe,323.45
3021,318,Suite,124.42
3022,166,Standard,178.91
3023,494,Presidential,84.02
3024,199,Deluxe,273.65
3025,226,Deluxe,315.27
3026,40,Suite,245.33
3027,704,Suite,288.98
3028,362,Standard,462.74
3029,448,Standard,488.33
3030,716,Standard,342.27
3031,770,Deluxe,370.14
3032,628,Standard,477.35
3033,83,Standard,342.52
3034,599,Deluxe,372.25
3035,268,Suite,193.12
3036,630,Suite,487.89
3037,670,Deluxe,386.59
3038,390,Presidential,312.80
3039,940,Standard,366.15
3040,358,Deluxe,450.65
3041,966,Suite,356.38
3042,687,Suite,413.92
3043,245,Presidential,429.19
3044,360,Suite,446.56
3045,676,Standard,397.54
3046,57,Presidential,225.36
3047,954,Deluxe,344.65
3048,655,Presidential,188.44
3049,508,Standard,317.34
3050,327,Suite,350.57
3051,79,Standard,111.99
3052,644,Deluxe,256.45
3053,268,Standard,365.78
3054,589,Deluxe,245.23
3055,526,Presidential,202.07
3056,155,Deluxe,328.36
3057,585,Presidential,453.68
3058,906,Presidential,485.47
3059,493,Presidential,317.06
3060,310,Deluxe,454.57
3061,259,Deluxe,394.11
3062,396,Standard,119.88
3063,358,Suite,405.81
3064,398,Standard,376.96
3065,736,Deluxe,140.06
3066,642,Deluxe,134.18
3067,974,Suite,330.29
3068,253,Standard,128.71
3069,64,Standard,481.89
3070,862,Standard,107.06
3071,322,Suite,462.33
3072,360,Deluxe,418.77
3073,544,Suite,278.15
3074,505,Deluxe,481.41
3075,726,Deluxe,447.41
3076,936,Deluxe,166.09
3077,621,Standard,110.03
3078,964,Standard,431.10
3079,144,Suite,81.95
3080,317,Suite,432.50
3081,713,Presidential,161.22
3082,266,Suite,378.69
3083,950,Presidential,77.92
3084,803,Suite,440.91
3085,422,Suite,223.82
3086,331,Suite,406.86
3087,487,Presidential,51.60
3088,307,Deluxe,494.13
3089,458,Standard,99.31
3090,913,Presidential,124.57
3091,132,Presidential,492.80
3092,197,Standard,112.82
3093,7,Suite,420.98
3094,148,Suite,291.54
3095,113,Suite,153.61
3096,737,Suite,433.19
3097,73,Deluxe,245.75
3098,741,Deluxe,108.43
3099,988,Deluxe,331.68
3100,820,Suite,175.08
3101,715,Standard,130.90
3102,499,Standard,339.44
3103,736,Deluxe,197.11
3104,980,Presidential,55.89
3105,781,Standard,420.91
3106,474,Suite,458.58
3107,728,Deluxe,102.32
3108,86,Standard,59.42
3109,165,Standard,425.14
3110,324,Standard,419.81
3111,191,Presidential,420.91
3112,797,Suite,294.41
3113,317,Deluxe,310.46
3114,812,Standard,362.72
3115,345,Deluxe,211.61
3116,527,Presidential,52.00
3117,323,Standard,115.94
3118,589,Presidential,428.54
3119,454,Deluxe,273.98
3120,517,Deluxe,251.18
3121,618,Deluxe,196.07
3122,687,Presidential,497.19
3123,363,Deluxe,264.50
3124,533,Deluxe,494.75
3125,47,Suite,426.31
3126,53,Deluxe,276.75
3127,342,Deluxe,105.37
3128,722,Presidential,142.81
3129,618,Suite,439.68
3130,442,Suite,311.43
3131,179,Standard,210.87
3132,400,Suite,480.75
3133,807,Standard,343.46
3134,167,Suite,121.67
3135,165,Deluxe,382.18
3136,627,Standard,246.54
3137,236,Suite,61.53
3138,165,Presidential,446.78
3139,515,Deluxe,99.33
3140,809,Suite,156.04
3141,617,Deluxe,343.88
3142,806,Standard,494.97
3143,864,Presidential,274.84
3144,115,Suite,81.28
3145,555,Suite,66.15
3146,38,Deluxe,208.21
3147,562,Suite,152.67
3148,430,Suite,442.12
3149,897,Presidential,187.16
3150,297,Standard,406.95
3151,914,Suite,250.88
3152,125,Suite,427.14
3153,35,Deluxe,88.62
3154,735,Standard,444.53
3155,489,Deluxe,195.69
3156,988,Suite,364.28
3157,483,Presidential,336.84
3158,965,Suite,211.57
3159,684,Presidential,450.35
3160,503,Suite,362.03
3161,350,Suite,349.84
3162,452,Standard,326.89
3163,671,Standard,483.47
3164,412,Standard,305.10
3165,912,Presidential,209.18
3166,598,Suite,331.72
3167,168,Deluxe,343.90
3168,796,Standard,330.64
3169,213,Standard,345.52
3170,919,Standard,482.10
3171,521,Presidential,71.36
3172,869,Suite,306.98
3173,899,Suite,84.03
3174,174,Deluxe,164.04
3175,375,Presidential,427.39
3176,958,Standard,404.59
3177,341,Presidential,418.02
3178,310,Standard,145.31
3179,944,Suite,369.28
3180,769,Standard,252.21
3181,848,Standard,288.13
3182,773,Deluxe,169.23
3183,213,Presidential,214.79
3184,430,Suite,453.07
3185,425,Presidential,419.90
3186,740,Standard,446.04
3187,13,Standard,476.12
3188,624,Presidential,285.25
3189,770,Deluxe,188.62
3190,230,Presidential,442.77
3191,109,Standard,124.62
3192,55,Presidential,247.80
3193,463,Suite,465.20
3194,665,Standard,279.74
3195,950,Standard,231.35
3196,71,Suite,90.41
3197,164,Presidential,135.57
3198,685,Deluxe,267.51
3199,258,Standard,498.75
3200,478,Standard,289.55
3201,860,Presidential,218.00
3202,562,Suite,416.18
3203,15,Presidential,224.42
3204,467,Standard,311.92
3205,342,Standard,84.72
3206,539,Presidential,209.49
3207,644,Presidential,151.52
3208,222,Standard,218.04
3209,643,Suite,413.72
3210,782,Suite,358.47
3211,21,Standard,72.97
3212,517,Deluxe,274.77
3213,235,Suite,334.84
3214,909,Suite,363.10
3215,621,Suite,211.35
3216,714,Deluxe,391.44
3217,345,Deluxe,431.42
3218,41,Suite,206.49
3219,99,Standard,303.90
3220,384,Standard,473.73
3221,34,Suite,468.12
3222,190,Suite,186.22
3223,568,Deluxe,440.31
3224,366,Deluxe,93.52
3225,265,Presidential,55.37
3226,713,Deluxe,120.08
3227,924,Deluxe,409.58
3228,787,Suite,459.87
3229,938,Deluxe,432.30
3230,204,Standard,461.36
3231,185,Deluxe,313.33
3232,18,Suite,71.57
3233,115,Standard,123.79
3234,126,Standard,212.11
3235,431,Standard,446.32
3236,509,Suite,157.62
3237,153,Standard,321.79
3238,305,Deluxe,459.53
3239,663,Suite,98.43
3240,524,Suite,58.31
3241,97,Suite,325.99
3242,82,Standard,479.41
3243,660,Standard,84.91
3244,948,Suite,400.73
3245,247,Standard,162.44
3246,605,Standard,229.07
3247,205,Deluxe,117.75
3248,839,Standard,135.90
3249,159,Standard,283.65
3250,513,Suite,182.99
3251,141,Presidential,426.07
3252,539,Presidential,186.39
3253,285,Suite,133.30
3254,785,Suite,446.63
3255,893,Suite,417.66
3256,642,Standard,298.91
3257,669,Standard,300.85
3258,209,Presidential,59.87
3259,38,Deluxe,284.99
3260,433,Presidential,116.43
3261,762,Presidential,205.44
3262,683,Standard,132.00
3263,401,Standard,84.82
3264,806,Deluxe,329.61
3265,713,Suite,303.23
3266,460,Standard,338.07
3267,47,Standard,493.08
3268,326,Presidential,344.70
3269,122,Presidential,145.11
3270,872,Suite,369.98
3271,136,Suite,179.38
3272,398,Deluxe,212.37
3273,280,Standard,107.70
3274,777,Suite,265.04
3275,41,Presidential,178.29
3276,95,Standard,417.45
3277,369,Standard,250.34
3278,172,Standard,198.78
3279,67,Standard,318.45
3280,775,Suite,431.22
3281,436,Suite,147.77
3282,167,Deluxe,399.34
3283,595,Suite,284.73
3284,131,Deluxe,352.54
3285,303,Standard,485.29
3286,328,Suite,466.39
3287,170,Presidential,216.99
3288,390,Suite,68.69
3289,400,Deluxe,443.35
3290,785,Deluxe,136.98
3291,399,Suite,377.84
3292,617,Suite,390.00
3293,493,Standard,460.52
3294,741,Presidential,285.77
3295,848,Suite,263.96
3296,738,Presidential,388.63
3297,256,Presidential,437.09
3298,308,Standard,101.62
3299,896,Suite,262.29
3300,629,Suite,267.73
3301,322,Standard,419.32
3302,58,Deluxe,111.38
3303,227,Deluxe,194.10
3304,64,Standard,215.89
3305,33,Deluxe,302.75
3306,301,Deluxe,206.14
3307,41,Deluxe,377.00
3308,275,Suite,439.54
3309,203,Deluxe,339.58
3310,825,Standard,356.62
3311,152,Standard,218.30
3312,153,Standard,374.58
3313,322,Suite,92.80
3314,486,Presidential,464.87
3315,13,Suite,110.47
3316,487,Presidential,330.81
3317,25,Standard,225.51
3318,387,Suite,138.28
3319,364,Presidential,152.10
3320,384,Standard,457.37
3321,229,Deluxe,319.04
3322,285,Presidential,448.15
3323,597,Presidential,286.90
3324,330,Deluxe,414.21
3325,211,Deluxe,185.69
3326,406,Suite,259.53
3327,601,Standard,452.37
3328,563,Standard,268.29
3329,637,Presidential,419.00
3330,497,Deluxe,108.67
3331,176,Presidential,50.40
3332,147,Deluxe,268.06
3333,193,Suite,408.93
3334,670,Standard,316.47
3335,115,Suite,102.91
3336,476,Presidential,90.54
3337,703,Suite,386.19
3338,361,Presidential,392.28
3339,1000,Suite,419.00
3340,961,Presidential,85.26
3341,302,Presidential,196.30
3342,134,Standard,474.96
3343,321,Standard,466.34
3344,691,Standard,115.93
3345,342,Standard,449.76
3346,2,Deluxe,347.24
3347,942,Standard,109.54
3348,217,Suite,499.46
3349,940,Deluxe,278.43
3350,317,Presidential,305.79
3351,459,Deluxe,357.78
3352,349,Presidential,294.75
3353,998,Presidential,197.53
3354,243,Suite,372.31
3355,806,Suite,485.23
3356,654,Standard,82.48
3357,910,Suite,244.93
3358,344,Suite,113.28
3359,790,Suite,439.39
3360,536,Deluxe,368.63
3361,536,Presidential,173.16
3362,793,Suite,76.70
3363,109,Presidential,413.11
3364,793,Standard,294.42
3365,737,Standard,65.10
3366,857,Standard,150.14
3367,704,Suite,225.65
3368,241,Suite,261.22
3369,525,Suite,298.45
3370,209,Standard,434.04
3371,990,Presidential,493.38
3372,171,Deluxe,161.89
3373,39,Presidential,158.51
3374,253,Suite,195.35
3375,447,Standard,133.20
3376,340,Standard,124.22
3377,496,Deluxe,250.80
3378,567,Presidential,209.02
3379,851,Presidential,197.60
3380,867,Suite,175.88
3381,916,Suite,127.16
3382,727,Deluxe,432.59
3383,670,Suite,498.04
3384,998,Standard,156.06
3385,970,Deluxe,222.37
3386,317,Deluxe,295.11
3387,796,Suite,107.69
3388,379,Standard,374.21
3389,282,Presidential,192.62
3390,570,Standard,92.87
3391,53,Suite,468.91
3392,429,Presidential,438.30
3393,788,Suite,50.56
3394,144,Deluxe,349.42
3395,566,Presidential,301.28
3396,89,Presidential,416.97
3397,937,Suite,108.09
3398,264,Standard,387.09
3399,298,Presidential,411.87
3400,650,Standard,73.63
3401,662,Standard,225.23
3402,3,Suite,186.38
3403,248,Presidential,106.97
3404,656,Deluxe,100.74
3405,601,Suite,369.27
3406,102,Presidential,435.45
3407,376,Presidential,378.31
3408,121,Suite,135.04
3409,369,Deluxe,123.27
3410,116,Presidential,217.72
3411,70,Presidential,334.47
3412,738,Deluxe,286.59
3413,646,Standard,208.84
3414,625,Standard,163.05
3415,315,Standard,165.04
3416,482,Presidential,394.50
3417,429,Suite,311.02
3418,663,Suite,463.80
3419,527,Suite,190.61
3420,615,Standard,203.08
3421,360,Presidential,391.92
3422,444,Suite,248.73
3423,542,Standard,198.12
3424,500,Suite,58.14
3425,340,Presidential,418.12
3426,696,Suite,183.92
3427,387,Standard,209.68
3428,587,Suite,380.64
3429,794,Presidential,351.13
3430,847,Standard,312.61
3431,825,Presidential,312.94
3432,697,Standard,371.45
3433,567,Standard,498.56
3434,994,Deluxe,109.04
3435,8,Standard,153.01
3436,849,Deluxe,379.98
3437,218,Standard,222.54
3438,788,Standard,74.50
3439,980,Suite,403.48
3440,549,Deluxe,292.91
3441,758,Standard,126.84
3442,421,Deluxe,438.54
3443,942,Deluxe,151.22
3444,966,Standard,149.77
3445,399,Standard,480.66
3446,450,Suite,187.49
3447,793,Presidential,253.77
3448,55,Suite,187.52
3449,114,Presidential,162.56
3450,927,Presidential,362.52
3451,826,Presidential,392.38
3452,786,Presidential,93.04
3453,239,Standard,205.49
3454,763,Standard,275.41
3455,933,Suite,97.19
3456,763,Suite,73.44
3457,685,Deluxe,212.96
3458,736,Presidential,196.17
3459,151,Suite,328.04
3460,819,Presidential,249.97
3461,33,Suite,422.63
3462,439,Standard,476.52
3463,116,Deluxe,272.28
3464,170,Standard,132.76
3465,107,Suite,150.39
3466,339,Standard,291.08
3467,771,Deluxe,416.30
3468,812,Suite,184.29
3469,55,Presidential,109.96
3470,262,Deluxe,356.17
3471,84,Deluxe,162.22
3472,131,Standard,206.45
3473,511,Standard,434.61
3474,659,Suite,330.35
3475,416,Deluxe,345.94
3476,92,Deluxe,195.99
3477,340,Suite,225.85
3478,881,Suite,109.64
3479,882,Standard,74.26
3480,676,Deluxe,52.11
3481,237,Standard,51.74
3482,425,Presidential,432.79
3483,135,Standard,61.31
3484,690,Presidential,262.21
3485,96,Suite,344.25
3486,271,Suite,123.91
3487,244,Suite,425.23
3488,164,Presidential,377.18
3489,731,Suite,262.26
3490,186,Suite,347.05
3491,91,Deluxe,450.71
3492,66,Standard,78.14
3493,473,Presidential,94.83
3494,774,Presidential,145.45
3495,256,Presidential,248.83
3496,328,Suite,305.88
3497,248,Presidential,398.48
3498,999,Deluxe,258.61
3499,874,Presidential,174.58
3500,526,Deluxe,476.54
3501,80,Suite,427.94
3502,204,Suite,186.59
3503,4,Suite,190.86
3504,601,Suite,452.42
3505,147,Suite,182.84
3506,962,Deluxe,264.31
3507,732,Presidential,478.95
3508,626,Standard,311.55
3509,886,Standard,180.55
3510,858,Suite,319.48
3511,71,Suite,439.94
3512,685,Deluxe,331.11
3513,307,Deluxe,333.95
3514,824,Standard,145.15
3515,30,Presidential,178.19
3516,381,Standard,59.44
3517,16,Suite,272.89
3518,132,Deluxe,158.11
3519,929,Deluxe,175.30
3520,317,Standard,66.99
3521,155,Deluxe,63.16
3522,49,Presidential,385.63
3523,516,Presidential,71.93
3524,225,Suite,160.04
3525,601,Deluxe,79.69
3526,524,Presidential,57.26
3527,897,Standard,137.60
3528,557,Suite,369.51
3529,136,Suite,118.28
3530,678,Suite,53.54
3531,143,Standard,279.90
3532,976,Suite,162.91
3533,452,Standard,308.84
3534,606,Suite,227.32
3535,716,Presidential,373.33
3536,206,Suite,166.04
3537,471,Deluxe,240.69
3538,680,Suite,111.85
3539,294,Suite,390.62
3540,387,Deluxe,388.92
3541,929,Standard,164.94
3542,56,Standard,207.53
3543,769,Presidential,313.07
3544,344,Standard,455.07
3545,447,Standard,164.36
3546,437,Deluxe,441.18
3547,360,Presidential,423.47
3548,983,Suite,323.35
3549,217,Suite,288.50
3550,102,Deluxe,313.53
3551,82,Deluxe,410.32
3552,909,Presidential,50.90
3553,278,Suite,326.25
3554,645,Presidential,174.74
3555,341,Suite,97.86
3556,857,Presidential,225.00
3557,352,Suite,268.91
3558,43,Deluxe,193.16
3559,736,Presidential,238.97
3560,7,Suite,473.58
3561,754,Standard,361.84
3562,721,Suite,209.31
3563,472,Deluxe,220.37
3564,630,Standard,158.98
3565,488,Standard,308.40
3566,471,Suite,80.46
3567,532,Suite,448.48
3568,242,Suite,181.94
3569,238,Suite,415.96
3570,987,Standard,227.23
3571,80,Standard,68.11
3572,547,Deluxe,398.03
3573,707,Deluxe,224.99
3574,871,Presidential,428.76
3575,686,Suite,275.28
3576,113,Presidential,73.81
3577,822,Deluxe,308.45
3578,950,Presidential,342.94
3579,308,Presidential,475.85
3580,281,Suite,97.49
3581,262,Deluxe,157.18
3582,163,Deluxe,364.42
3583,548,Suite,435.43
3584,10,Deluxe,122.05
3585,479,Presidential,422.33
3586,980,Deluxe,66.20
3587,699,Presidential,221.37
3588,249,Presidential,471.77
3589,470,Presidential,159.72
3590,362,Standard,268.85
3591,844,Suite,99.56
3592,31,Presidential,336.05
3593,500,Suite,190.07
3594,442,Suite,312.61
3595,404,Deluxe,427.66
3596,325,Deluxe,431.94
3597,206,Presidential,69.68
3598,319,Presidential,87.64
3599,217,Deluxe,243.01
3600,54,Deluxe,88.20
3601,920,Suite,126.80
3602,243,Deluxe,384.99
3603,350,Deluxe,223.48
3604,523,Standard,180.42
3605,747,Suite,484.70
3606,391,Deluxe,208.72
3607,573,Suite,145.70
3608,136,Suite,305.18
3609,8,Standard,436.46
3610,111,Deluxe,359.23
3611,126,Presidential,438.69
3612,98,Suite,329.57
3613,728,Presidential,459.55
3614,965,Presidential,252.62
3615,523,Deluxe,185.26
3616,243,Presidential,294.74
3617,913,Standard,341.47
3618,753,Presidential,328.39
3619,620,Presidential,365.68
3620,816,Standard,306.44
3621,565,Suite,421.47
3622,289,Standard,76.52
3623,979,Standard,171.25
3624,27,Suite,411.36
3625,363,Deluxe,492.49
3626,124,Presidential,69.75
3627,742,Standard,130.89
3628,671,Deluxe,324.13
3629,509,Presidential,144.85
3630,628,Standard,92.26
3631,48,Presidential,497.11
3632,20,Suite,135.23
3633,212,Standard,461.51
3634,568,Deluxe,109.72
3635,273,Presidential,188.69
3636,489,Suite,151.18
3637,771,Deluxe,476.16
3638,482,Standard,477.07
3639,951,Presidential,258.42
3640,13,Standard,398.57
3641,872,Standard,489.96
3642,553,Suite,450.24
3643,482,Suite,58.83
3644,78,Deluxe,56.50
3645,832,Standard,411.45
3646,295,Standard,499.83
3647,344,Presidential,319.97
3648,76,Standard,257.33
3649,64,Deluxe,325.49
3650,426,Presidential,246.14
3651,900,Presidential,416.17
3652,911,Suite,59.54
3653,329,Standard,337.14
3654,774,Suite,60.52
3655,915,Deluxe,435.13
3656,277,Presidential,136.50
3657,396,Deluxe,221.99
3658,211,Suite,236.71
3659,933,Suite,277.40
3660,913,Presidential,306.62
3661,850,Deluxe,179.07
3662,64,Presidential,137.96
3663,417,Suite,59.19
3664,593,Deluxe,357.13
3665,233,Deluxe,248.73
3666,799,Suite,220.39
3667,823,Deluxe,118.91
3668,729,Suite,96.76
3669,427,Standard,65.89
3670,915,Suite,161.62
3671,446,Presidential,290.17
3672,562,Deluxe,278.57
3673,787,Suite,314.56
3674,409,Presidential,192.45
3675,928,Suite,352.30
3676,327,Standard,189.39
3677,414,Presidential,244.70
3678,88,Standard,216.10
3679,970,Suite,297.64
3680,15,Presidential,126.46
3681,364,Suite,219.88
3682,973,Standard,484.79
3683,58,Suite,66.60
3684,704,Suite,168.33
3685,47,Standard,261.94
3686,683,Deluxe,110.80
3687,349,Standard,224.60
3688,101,Deluxe,261.11
3689,538,Deluxe,497.60
3690,365,Presidential,458.59
3691,955,Suite,399.50
3692,710,Presidential,290.49
3693,391,Suite,68.88
3694,369,Suite,222.48
3695,421,Standard,258.16
3696,476,Suite,107.51
3697,741,Presidential,191.43
3698,36,Presidential,458.60
3699,933,Standard,171.60
3700,812,Deluxe,474.26
3701,737,Standard,170.72
3702,467,Standard,274.49
3703,834,Presidential,160.69
3704,422,Suite,493.54
3705,807,Standard,235.16
3706,955,Deluxe,144.50
3707,536,Standard,385.92
3708,901,Deluxe,127.93
3709,598,Deluxe,116.65
3710,593,Deluxe,471.06
3711,599,Suite,284.45
3712,207,Suite,349.71
3713,826,Suite,379.41
3714,819,Deluxe,451.37
3715,58,Suite,483.55
3716,398,Suite,57.42
3717,247,Standard,325.84
3718,722,Standard,403.29
3719,797,Suite,162.48
3720,301,Suite,150.58
3721,249,Standard,459.82
3722,651,Standard,95.24
3723,160,Presidential,220.75
3724,374,Deluxe,497.18
3725,487,Presidential,440.42
3726,733,Suite,127.14
3727,709,Presidential,88.08
3728,447,Deluxe,463.66
3729,176,Suite,124.86
3730,854,Presidential,117.51
3731,681,Presidential,175.27
3732,62,Suite,198.39
3733,525,Suite,462.82
3734,19,Deluxe,436.04
3735,341,Suite,341.59
3736,968,Deluxe,240.52
3737,305,Presidential,433.58
3738,35,Deluxe,96.90
3739,672,Deluxe,387.51
3740,883,Deluxe,357.21
3741,535,Standard,375.61
3742,924,Standard,53.36
3743,409,Presidential,278.94
3744,984,Standard,385.07
3745,178,Suite,197.95
3746,475,Presidential,250.88
3747,920,Standard,253.52
3748,738,Presidential,447.49
3749,28,Deluxe,266.93
3750,302,Suite,461.60
3751,956,Standard,243.06
3752,589,Standard,295.77
3753,615,Standard,168.49
3754,623,Suite,152.38
3755,434,Presidential,311.53
3756,111,Suite,398.65
3757,399,Presidential,273.82
3758,500,Standard,133.16
3759,864,Standard,137.13
3760,458,Deluxe,284.15
3761,85,Deluxe,273.85
3762,206,Deluxe,216.25
3763,968,Deluxe,436.70
3764,222,Suite,257.46
3765,928,Deluxe,68.69
3766,805,Presidential,73.35
3767,631,Presidential,132.90
3768,860,Suite,173.11
3769,806,Deluxe,306.40
3770,675,Deluxe,443.78
3771,565,Standard,339.41
3772,393,Standard,137.88
3773,374,Standard,215.95
3774,923,Standard,438.59
3775,962,Deluxe,324.22
3776,750,Standard,402.87
3777,94,Deluxe,294.49
3778,620,Standard,395.14
3779,996,Presidential,82.51
3780,313,Deluxe,484.42
3781,549,Suite,148.33
3782,738,Suite,398.38
3783,996,Presidential,81.92
3784,231,Standard,492.00
3785,620,Standard,221.32
3786,62,Standard,192.90
3787,693,Presidential,403.31
3788,759,Deluxe,195.28
3789,353,Deluxe,199.73
3790,366,Standard,360.28
3791,197,Presidential,302.37
3792,647,Deluxe,464.00
3793,217,Suite,447.33
3794,996,Standard,104.80
3795,23,Suite,312.80
3796,642,Suite,460.13
3797,758,Deluxe,421.99
3798,32,Deluxe,154.25
3799,896,Deluxe,347.22
3800,442,Presidential,477.87
3801,7,Suite,348.71
3802,451,Presidential,202.23
3803,595,Presidential,482.27
3804,80,Standard,417.81
3805,964,Deluxe,428.10
3806,121,Presidential,272.24
3807,678,Suite,198.31
3808,410,Suite,279.08
3809,360,Standard,118.35
3810,694,Presidential,62.43
3811,24,Suite,443.54
3812,162,Deluxe,372.48
3813,271,Presidential,330.24
3814,725,Standard,448.11
3815,766,Deluxe,107.14
3816,969,Standard,367.15
3817,966,Presidential,70.71
3818,538,Presidential,397.23
3819,437,Standard,295.68
3820,507,Presidential,70.07
3821,441,Suite,137.18
3822,643,Presidential,194.75
3823,801,Presidential,317.84
3824,899,Presidential,322.88
3825,283,Deluxe,80.85
3826,354,Standard,425.59
3827,149,Presidential,64.67
3828,494,Standard,203.45
3829,237,Standard,410.86
3830,709,Deluxe,176.95
3831,665,Presidential,267.55
3832,417,Suite,286.50
3833,888,Standard,178.17
3834,919,Standard,324.85
3835,24,Presidential,135.71
3836,518,Suite,148.50
3837,721,Presidential,149.72
3838,183,Suite,138.24
3839,759,Presidential,445.48
3840,847,Suite,199.06
3841,483,Standard,400.65
3842,358,Standard,209.16
3843,482,Suite,420.06
3844,585,Standard,480.13
3845,431,Standard,160.86
3846,969,Presidential,488.21
3847,855,Suite,469.67
3848,818,Suite,225.30
3849,958,Presidential,88.75
3850,919,Deluxe,473.95
3851,950,Suite,283.61
3852,208,Suite,351.13
3853,959,Standard,158.64
3854,410,Deluxe,334.05
3855,136,Deluxe,211.74
3856,36,Presidential,118.62
3857,46,Suite,332.36
3858,324,Suite,124.72
3859,449,Standard,450.91
3860,668,Presidential,77.78
3861,312,Standard,287.60
3862,371,Presidential,400.97
3863,246,Standard,61.80
3864,593,Standard,408.27
3865,986,Presidential,212.52
3866,395,Presidential,445.45
3867,929,Suite,67.08
3868,736,Suite,286.13
3869,406,Presidential,251.28
3870,739,Deluxe,424.95
3871,811,Standard,82.74
3872,33,Suite,466.41
3873,163,Suite,456.40
3874,91,Standard,95.87
3875,213,Deluxe,350.68
3876,877,Standard,331.56
3877,825,Deluxe,372.73
3878,356,Suite,298.24
3879,80,Standard,173.65
3880,745,Deluxe,435.32
3881,993,Presidential,272.40
3882,366,Suite,494.49
3883,600,Suite,315.11
3884,385,Deluxe,417.17
3885,412,Standard,100.44
3886,56,Standard,106.07
3887,369,Suite,130.23
3888,355,Suite,160.51
3889,233,Suite,469.91
3890,311,Suite,479.54
3891,227,Deluxe,420.45
3892,695,Suite,105.14
3893,687,Standard,67.27
3894,510,Deluxe,156.69
3895,611,Deluxe,382.98
3896,440,Deluxe,132.16
3897,121,Presidential,491.83
3898,938,Standard,140.19
3899,348,Standard,455.00
3900,31,Deluxe,424.52
3901,452,Standard,183.12
3902,764,Presidential,207.12
3903,820,Presidential,140.90
3904,444,Presidential,271.80
3905,507,Standard,471.09
3906,822,Presidential,175.15
3907,162,Presidential,306.56
3908,959,Standard,70.92
3909,364,Deluxe,462.94
3910,652,Standard,92.28
3911,759,Deluxe,290.91
3912,219,Presidential,276.09
3913,281,Deluxe,120.78
3914,566,Standard,358.40
3915,519,Deluxe,148.43
3916,515,Standard,134.87
3917,301,Suite,170.45
3918,25,Standard,368.47
3919,172,Deluxe,133.19
3920,301,Presidential,271.38
3921,62,Deluxe,90.25
3922,248,Presidential,451.82
3923,871,Suite,349.34
3924,22,Suite,341.33
3925,994,Deluxe,432.15
3926,335,Presidential,299.19
3927,751,Deluxe,364.21
3928,505,Deluxe,437.78
3929,281,Standard,397.61
3930,848,Standard,225.96
3931,309,Deluxe,389.82
3932,39,Presidential,499.72
3933,370,Standard,125.17
3934,589,Deluxe,455.27
3935,216,Presidential,57.97
3936,902,Standard,432.96
3937,65,Presidential,124.12
3938,589,Deluxe,123.50
3939,392,Standard,443.26
